Komentar,Username,Like,Sentimen,cleaning,case_folding,token,stopword,stemming
"Aplikasi sarang MONYET banyak sekali akun orang THOLOL yang tiba tiba menjadi media dadakan ......
Narasi di buat pakai chat gpt,gambar di buat pakai chat gpt juga......
Target mereka fyp supaya cepat di Monet.....( Menurut isi otak mereka)

#jangkauanluas #salaminteraksi",@manganturutok,0,Netral,Aplikasi sarang MONYET banyak sekali akun orang THOLOL yang tiba tiba menjadi media dadakan Narasi di buat pakai chat gptgambar di buat pakai chat gpt juga Target mereka fyp supaya cepat di Monet Menurut isi otak mereka,aplikasi sarang monyet banyak sekali akun orang tholol yang tiba tiba menjadi media dadakan narasi di buat pakai chat gptgambar di buat pakai chat gpt juga target mereka fyp supaya cepat di monet menurut isi otak mereka,"['aplikasi', 'sarang', 'monyet', 'banyak', 'sekali', 'akun', 'orang', 'tholol', 'yang', 'tiba', 'tiba', 'menjadi', 'media', 'dadakan', 'narasi', 'di', 'buat', 'pakai', 'chat', 'gptgambar', 'di', 'buat', 'pakai', 'chat', 'gpt', 'juga', 'target', 'mereka', 'fyp', 'supaya', 'cepat', 'di', 'monet', 'menurut', 'isi', 'otak', 'mereka']","['aplikasi', 'sarang', 'monyet', 'banyak', 'sekali', 'akun', 'orang', 'tholol', 'tiba', 'tiba', 'menjadi', 'media', 'dadakan', 'narasi', 'buat', 'pakai', 'chat', 'gptgambar', 'buat', 'pakai', 'chat', 'gpt', 'target', 'mereka', 'fyp', 'supaya', 'cepat', 'monet', 'menurut', 'isi', 'otak', 'mereka']",aplikasi sarang monyet banyak sekali akun orang tholol tiba tiba jadi media dada narasi buat pakai chat gptgambar buat pakai chat gpt target mereka fyp supaya cepat monet turut isi otak mereka
Belakangan banyak Hoax banyak demo2 aneh…,@pramandhawidyeswara9131,0,Netral,Belakangan banyak Hoax banyak demo aneh,belakangan banyak hoax banyak demo aneh,"['belakangan', 'banyak', 'hoax', 'banyak', 'demo', 'aneh']","['belakangan', 'banyak', 'hoax', 'banyak', 'demo', 'aneh']",belakang banyak hoax banyak demo aneh
Makanya paling mls baca komen2 netijen bodoh gk faham gk ngerti tapi bacot doang. Bikin gaduh,@mylive9460,0,Netral,Makanya paling mls baca komen netijen bodoh gk faham gk ngerti tapi bacot doang Bikin gaduh,makanya paling mls baca komen netijen bodoh gk faham gk ngerti tapi bacot doang bikin gaduh,"['makanya', 'paling', 'mls', 'baca', 'komen', 'netijen', 'bodoh', 'gk', 'faham', 'gk', 'ngerti', 'tapi', 'bacot', 'doang', 'bikin', 'gaduh']","['makanya', 'paling', 'mls', 'baca', 'komen', 'netijen', 'bodoh', 'gk', 'faham', 'gk', 'ngerti', 'tapi', 'bacot', 'doang', 'bikin', 'gaduh']",makanya paling mls baca komen netijen bodoh gk faham gk ngerti tapi bacot doang bikin gaduh
"Lu suka bikin HOAX tentang kebenaran yang bagus negara luar negara tetangga negara2 maju..Giliran tentang negara Indonesia yang hancur,terpuruk,gak bisa apa2 lu gak ngomong lu kata semuanya bagus2 aja yg terbaik aja..otak lu otak kosong",@KepalaRoti88,0,Positif,Lu suka bikin HOAX tentang kebenaran yang bagus negara luar negara tetangga negara majuGiliran tentang negara Indonesia yang hancurterpurukgak bisa apa lu gak ngomong lu kata semuanya bagus aja yg terbaik ajaotak lu otak kosong,lu suka bikin hoax tentang kebenaran yang bagus negara luar negara tetangga negara majugiliran tentang negara indonesia yang hancurterpurukgak bisa apa lu gak ngomong lu kata semuanya bagus aja yg terbaik ajaotak lu otak kosong,"['lu', 'suka', 'bikin', 'hoax', 'tentang', 'kebenaran', 'yang', 'bagus', 'negara', 'luar', 'negara', 'tetangga', 'negara', 'majugiliran', 'tentang', 'negara', 'indonesia', 'yang', 'hancurterpurukgak', 'bisa', 'apa', 'lu', 'gak', 'ngomong', 'lu', 'kata', 'semuanya', 'bagus', 'aja', 'yg', 'terbaik', 'ajaotak', 'lu', 'otak', 'kosong']","['lu', 'suka', 'bikin', 'hoax', 'tentang', 'kebenaran', 'bagus', 'negara', 'luar', 'negara', 'tetangga', 'negara', 'majugiliran', 'tentang', 'negara', 'indonesia', 'hancurterpurukgak', 'bisa', 'apa', 'lu', 'gak', 'ngomong', 'lu', 'kata', 'semuanya', 'bagus', 'aja', 'yg', 'terbaik', 'ajaotak', 'lu', 'otak', 'kosong']",lu suka bikin hoax tentang benar bagus negara luar negara tetangga negara majugiliran tentang negara indonesia hancurterpurukgak bisa apa lu gak ngomong lu kata semua bagus aja yg baik ajaotak lu otak kosong
"Harus sadar ,yang suka hoaks

Keterbukaan itu untuk kebaikan ekonomi kita


Trima kasih 👍🏻
God Blees 🙏🏻",@lidyamramra3917,0,Positif,Harus sadar yang suka hoaks Keterbukaan itu untuk kebaikan ekonomi kita Trima kasih God Blees,harus sadar yang suka hoaks keterbukaan itu untuk kebaikan ekonomi kita trima kasih god blees,"['harus', 'sadar', 'yang', 'suka', 'hoaks', 'keterbukaan', 'itu', 'untuk', 'kebaikan', 'ekonomi', 'kita', 'trima', 'kasih', 'god', 'blees']","['harus', 'sadar', 'suka', 'hoaks', 'keterbukaan', 'kebaikan', 'ekonomi', 'trima', 'kasih', 'god', 'blees']",harus sadar suka hoaks buka baik ekonomi trima kasih god blees
"Bang bahas mati lampu bergilir dong,kek nya seru🙏",@lea_umbrella88,0,Netral,Bang bahas mati lampu bergilir dongkek nya seru,bang bahas mati lampu bergilir dongkek nya seru,"['bang', 'bahas', 'mati', 'lampu', 'bergilir', 'dongkek', 'nya', 'seru']","['bang', 'bahas', 'mati', 'lampu', 'bergilir', 'dongkek', 'nya', 'seru']",bang bahas mati lampu gilir dongkek nya seru
semoga yg namanya jors Soros CPT hilang dari muka bumi... aamiin,@supriantomanto4449,0,Netral,semoga yg namanya jors Soros CPT hilang dari muka bumi aamiin,semoga yg namanya jors soros cpt hilang dari muka bumi aamiin,"['semoga', 'yg', 'namanya', 'jors', 'soros', 'cpt', 'hilang', 'dari', 'muka', 'bumi', 'aamiin']","['semoga', 'yg', 'namanya', 'jors', 'soros', 'cpt', 'hilang', 'muka', 'bumi', 'aamiin']",moga yg nama jors soros cpt hilang muka bumi aamiin
"SIMPLE CARA NYA ... WAJIBKAN SEMUA EMITEN BERDIVIDEN MINIMAL 10% .... DENGAN SENDIRI NYA BERSIH TUH BURSA DARI SAHAM SAHAM GORENGAN ... EMITEN GORENGAN AKAN TIDAK BISA BERTAHAN DI BURSA KARENA SESUNGGUH NYA KEUANGAN MEREKA TIDAK ADA UNTUK MEMBAYAR DIVIDEN ..... TUJUAN NYA MEMANG CARI MODAL GRATISAN   

TANPA PERLU DIBERSIH KAN .... TANPA PERLU DIATUR ..... SYARAT NYA CUMA SATU .... WAJIBKAN DIVIDEN MINIMAL 10% ..... AUTO BEST OF THE BEST EMITEN EMITEN DI IHSG ...... KARENA EMITEN EMITEN YANG ENGGAK BISA PENUHI SYARAT NYA AUTO TERDEPAK DARI IHSG",@ARDI1980YANTO,0,Netral,SIMPLE CARA NYA WAJIBKAN SEMUA EMITEN BERDIVIDEN MINIMAL DENGAN SENDIRI NYA BERSIH TUH BURSA DARI SAHAM SAHAM GORENGAN EMITEN GORENGAN AKAN TIDAK BISA BERTAHAN DI BURSA KARENA SESUNGGUH NYA KEUANGAN MEREKA TIDAK ADA UNTUK MEMBAYAR DIVIDEN TUJUAN NYA MEMANG CARI MODAL GRATISAN TANPA PERLU DIBERSIH KAN TANPA PERLU DIATUR SYARAT NYA CUMA SATU WAJIBKAN DIVIDEN MINIMAL AUTO BEST OF THE BEST EMITEN EMITEN DI IHSG KARENA EMITEN EMITEN YANG ENGGAK BISA PENUHI SYARAT NYA AUTO TERDEPAK DARI IHSG,simple cara nya wajibkan semua emiten berdividen minimal dengan sendiri nya bersih tuh bursa dari saham saham gorengan emiten gorengan akan tidak bisa bertahan di bursa karena sesungguh nya keuangan mereka tidak ada untuk membayar dividen tujuan nya memang cari modal gratisan tanpa perlu dibersih kan tanpa perlu diatur syarat nya cuma satu wajibkan dividen minimal auto best of the best emiten emiten di ihsg karena emiten emiten yang enggak bisa penuhi syarat nya auto terdepak dari ihsg,"['simple', 'cara', 'nya', 'wajibkan', 'semua', 'emiten', 'berdividen', 'minimal', 'dengan', 'sendiri', 'nya', 'bersih', 'tuh', 'bursa', 'dari', 'saham', 'saham', 'gorengan', 'emiten', 'gorengan', 'akan', 'tidak', 'bisa', 'bertahan', 'di', 'bursa', 'karena', 'sesungguh', 'nya', 'keuangan', 'mereka', 'tidak', 'ada', 'untuk', 'membayar', 'dividen', 'tujuan', 'nya', 'memang', 'cari', 'modal', 'gratisan', 'tanpa', 'perlu', 'dibersih', 'kan', 'tanpa', 'perlu', 'diatur', 'syarat', 'nya', 'cuma', 'satu', 'wajibkan', 'dividen', 'minimal', 'auto', 'best', 'of', 'the', 'best', 'emiten', 'emiten', 'di', 'ihsg', 'karena', 'emiten', 'emiten', 'yang', 'enggak', 'bisa', 'penuhi', 'syarat', 'nya', 'auto', 'terdepak', 'dari', 'ihsg']","['simple', 'cara', 'nya', 'wajibkan', 'semua', 'emiten', 'berdividen', 'minimal', 'sendiri', 'nya', 'bersih', 'tuh', 'bursa', 'saham', 'saham', 'gorengan', 'emiten', 'gorengan', 'akan', 'tidak', 'bisa', 'bertahan', 'bursa', 'sesungguh', 'nya', 'keuangan', 'mereka', 'tidak', 'ada', 'membayar', 'dividen', 'tujuan', 'nya', 'memang', 'cari', 'modal', 'gratisan', 'tanpa', 'perlu', 'dibersih', 'kan', 'tanpa', 'perlu', 'diatur', 'syarat', 'nya', 'cuma', 'satu', 'wajibkan', 'dividen', 'minimal', 'auto', 'best', 'of', 'the', 'best', 'emiten', 'emiten', 'ihsg', 'emiten', 'emiten', 'enggak', 'bisa', 'penuhi', 'syarat', 'nya', 'auto', 'terdepak', 'ihsg']",simple cara nya wajib semua emiten dividen minimal sendiri nya bersih tuh bursa saham saham goreng emiten goreng akan tidak bisa tahan bursa sungguh nya uang mereka tidak ada bayar dividen tuju nya memang cari modal gratis tanpa perlu bersih kan tanpa perlu atur syarat nya cuma satu wajib dividen minimal auto best of the best emiten emiten ihsg emiten emiten enggak bisa penuh syarat nya auto depak ihsg
bro besok 23 Juni Indo masuk frontier market yeahhhh baby... IHSG back to 4000,@andrewstephen6493,0,Netral,bro besok Juni Indo masuk frontier market yeahhhh baby IHSG back to,bro besok juni indo masuk frontier market yeahhhh baby ihsg back to,"['bro', 'besok', 'juni', 'indo', 'masuk', 'frontier', 'market', 'yeahhhh', 'baby', 'ihsg', 'back', 'to']","['bro', 'besok', 'juni', 'indo', 'masuk', 'frontier', 'market', 'yeahhhh', 'baby', 'ihsg', 'back', 'to']",bro besok juni indo masuk frontier market yeahhhh baby ihsg back to
#sellsingapore,@aceprustandi8700,0,Netral,,,[],[],
"Gilak... menambah wawasan berpikir.
Tengyu banget pak Bennix",@issai_Betmut,0,Netral,Gilak menambah wawasan berpikir Tengyu banget pak Bennix,gilak menambah wawasan berpikir tengyu banget pak bennix,"['gilak', 'menambah', 'wawasan', 'berpikir', 'tengyu', 'banget', 'pak', 'bennix']","['gilak', 'menambah', 'wawasan', 'berpikir', 'tengyu', 'banget', 'pak', 'bennix']",gilak tambah wawas pikir tengyu banget pak bennix
02:34 😂,@kupiahburuk4012,0,Netral,,,[],[],
"Ben,...Bahas juga pelamahan nilai mata uang kita di seluaruh asiavtenggara kita yg paling banyak penurunan mata uang kita
Itu yg paling berasa buat kalangan menengah kebawah",@ruslanlisa1880,0,Netral,BenBahas juga pelamahan nilai mata uang kita di seluaruh asiavtenggara kita yg paling banyak penurunan mata uang kita Itu yg paling berasa buat kalangan menengah kebawah,benbahas juga pelamahan nilai mata uang kita di seluaruh asiavtenggara kita yg paling banyak penurunan mata uang kita itu yg paling berasa buat kalangan menengah kebawah,"['benbahas', 'juga', 'pelamahan', 'nilai', 'mata', 'uang', 'kita', 'di', 'seluaruh', 'asiavtenggara', 'kita', 'yg', 'paling', 'banyak', 'penurunan', 'mata', 'uang', 'kita', 'itu', 'yg', 'paling', 'berasa', 'buat', 'kalangan', 'menengah', 'kebawah']","['benbahas', 'pelamahan', 'nilai', 'mata', 'uang', 'seluaruh', 'asiavtenggara', 'yg', 'paling', 'banyak', 'penurunan', 'mata', 'uang', 'yg', 'paling', 'berasa', 'buat', 'kalangan', 'menengah', 'kebawah']",benbahas pelamahan nilai mata uang seluaruh asiavtenggara yg paling banyak turun mata uang yg paling asa buat kalang tengah bawah
Budaya Orang2 Indonesia Sukah Ceding alias tidak Jujur Susah Mendapatkan Information yg Valid itu Masalanya 😂,@johnlonda5415,0,Netral,Budaya Orang Indonesia Sukah Ceding alias tidak Jujur Susah Mendapatkan Information yg Valid itu Masalanya,budaya orang indonesia sukah ceding alias tidak jujur susah mendapatkan information yg valid itu masalanya,"['budaya', 'orang', 'indonesia', 'sukah', 'ceding', 'alias', 'tidak', 'jujur', 'susah', 'mendapatkan', 'information', 'yg', 'valid', 'itu', 'masalanya']","['budaya', 'orang', 'indonesia', 'sukah', 'ceding', 'alias', 'tidak', 'jujur', 'susah', 'mendapatkan', 'information', 'yg', 'valid', 'masalanya']",budaya orang indonesia sukah ceding alias tidak jujur susah dapat information yg valid masala
Udah gak sabar ngelihat banyak pengangguran di Indonesia,@AniYatisukaesihOppoA3sopi,0,Netral,Udah gak sabar ngelihat banyak pengangguran di Indonesia,udah gak sabar ngelihat banyak pengangguran di indonesia,"['udah', 'gak', 'sabar', 'ngelihat', 'banyak', 'pengangguran', 'di', 'indonesia']","['udah', 'gak', 'sabar', 'ngelihat', 'banyak', 'pengangguran', 'indonesia']",udah gak sabar ngelihat banyak anggur indonesia
Mantap bng mendidik sekali😊,@Rudi-tg1vs,0,Positif,Mantap bng mendidik sekali,mantap bng mendidik sekali,"['mantap', 'bng', 'mendidik', 'sekali']","['mantap', 'bng', 'mendidik', 'sekali']",mantap bng didik sekali
"Bang Ben dulu punya saran buat pemerintah gini gw inget: dasar IMF tuh jahat, nyuruh naikin suku bunga, pdhl itu akan mempersulit, malah bikin ancur, justru harusnya suku bunga turun, hutang d permudah. Tp bang, suku bunga malah naik, gmn pendapatnya bang? Ilmu gratisnya tolong bang",@argiasrimustika6867,0,Netral,Bang Ben dulu punya saran buat pemerintah gini gw inget dasar IMF tuh jahat nyuruh naikin suku bunga pdhl itu akan mempersulit malah bikin ancur justru harusnya suku bunga turun hutang d permudah Tp bang suku bunga malah naik gmn pendapatnya bang Ilmu gratisnya tolong bang,bang ben dulu punya saran buat pemerintah gini gw inget dasar imf tuh jahat nyuruh naikin suku bunga pdhl itu akan mempersulit malah bikin ancur justru harusnya suku bunga turun hutang d permudah tp bang suku bunga malah naik gmn pendapatnya bang ilmu gratisnya tolong bang,"['bang', 'ben', 'dulu', 'punya', 'saran', 'buat', 'pemerintah', 'gini', 'gw', 'inget', 'dasar', 'imf', 'tuh', 'jahat', 'nyuruh', 'naikin', 'suku', 'bunga', 'pdhl', 'itu', 'akan', 'mempersulit', 'malah', 'bikin', 'ancur', 'justru', 'harusnya', 'suku', 'bunga', 'turun', 'hutang', 'd', 'permudah', 'tp', 'bang', 'suku', 'bunga', 'malah', 'naik', 'gmn', 'pendapatnya', 'bang', 'ilmu', 'gratisnya', 'tolong', 'bang']","['bang', 'ben', 'dulu', 'punya', 'saran', 'buat', 'pemerintah', 'gini', 'gw', 'inget', 'dasar', 'imf', 'tuh', 'jahat', 'nyuruh', 'naikin', 'suku', 'bunga', 'pdhl', 'akan', 'mempersulit', 'malah', 'bikin', 'ancur', 'justru', 'harusnya', 'suku', 'bunga', 'turun', 'hutang', 'd', 'permudah', 'tp', 'bang', 'suku', 'bunga', 'malah', 'naik', 'gmn', 'pendapatnya', 'bang', 'ilmu', 'gratisnya', 'tolong', 'bang']",bang ben dulu punya saran buat perintah gin gw inget dasar imf tuh jahat nyuruh naikin suku bunga pdhl akan sulit malah bikin ancur justru harus suku bunga turun hutang d mudah tp bang suku bunga malah naik gmn dapat bang ilmu gratis tolong bang
smoga mas bennix bisa jadi direktur bursa efek,@AdizKurnia,0,Netral,smoga mas bennix bisa jadi direktur bursa efek,smoga mas bennix bisa jadi direktur bursa efek,"['smoga', 'mas', 'bennix', 'bisa', 'jadi', 'direktur', 'bursa', 'efek']","['smoga', 'mas', 'bennix', 'bisa', 'jadi', 'direktur', 'bursa', 'efek']",smoga mas bennix bisa jadi direktur bursa efek
SEMOGA BPK BENIX SEHAT SELALU  UNTUK BERI PENCERAHAN SAMA RAKYAT DI BAWAH SEPERTI KAMI INI OKAY PAK BENIX .GORONTALO,@TariBaster,0,Netral,SEMOGA BPK BENIX SEHAT SELALU UNTUK BERI PENCERAHAN SAMA RAKYAT DI BAWAH SEPERTI KAMI INI OKAY PAK BENIX GORONTALO,semoga bpk benix sehat selalu untuk beri pencerahan sama rakyat di bawah seperti kami ini okay pak benix gorontalo,"['semoga', 'bpk', 'benix', 'sehat', 'selalu', 'untuk', 'beri', 'pencerahan', 'sama', 'rakyat', 'di', 'bawah', 'seperti', 'kami', 'ini', 'okay', 'pak', 'benix', 'gorontalo']","['semoga', 'bpk', 'benix', 'sehat', 'selalu', 'beri', 'pencerahan', 'sama', 'rakyat', 'bawah', 'seperti', 'okay', 'pak', 'benix', 'gorontalo']",moga bpk benix sehat selalu beri cerah sama rakyat bawah seperti okay pak benix gorontalo
Yg aku heran kalau negara besar semua kaya2... cuma india dengan indodesia je yg miskin😂😂😂 pelik aku😂😂😂,@edieneo477,0,Netral,Yg aku heran kalau negara besar semua kaya cuma india dengan indodesia je yg miskin pelik aku,yg aku heran kalau negara besar semua kaya cuma india dengan indodesia je yg miskin pelik aku,"['yg', 'aku', 'heran', 'kalau', 'negara', 'besar', 'semua', 'kaya', 'cuma', 'india', 'dengan', 'indodesia', 'je', 'yg', 'miskin', 'pelik', 'aku']","['yg', 'aku', 'heran', 'kalau', 'negara', 'besar', 'semua', 'kaya', 'cuma', 'india', 'indodesia', 'je', 'yg', 'miskin', 'pelik', 'aku']",yg aku heran kalau negara besar semua kaya cuma india indodesia je yg miskin pelik aku
Ayo...lawan berita hoax yg di sebarkan oleh scammer oleh singapore....!!!,@junaediwahid5837,6,Netral,Ayolawan berita hoax yg di sebarkan oleh scammer oleh singapore,ayolawan berita hoax yg di sebarkan oleh scammer oleh singapore,"['ayolawan', 'berita', 'hoax', 'yg', 'di', 'sebarkan', 'oleh', 'scammer', 'oleh', 'singapore']","['ayolawan', 'berita', 'hoax', 'yg', 'sebarkan', 'oleh', 'scammer', 'oleh', 'singapore']",ayolawan berita hoax yg sebar oleh scammer oleh singapore
"ihsg 💪
Ihsg 💪💪
IHSG 💪💪💪
🇮🇩       🇮🇩      🇮🇩",@dedeutomo8274,0,Netral,ihsg Ihsg IHSG,ihsg ihsg ihsg,"['ihsg', 'ihsg', 'ihsg']","['ihsg', 'ihsg', 'ihsg']",ihsg ihsg ihsg
"""netizen netizen yang ga punya OTAK"" 😂😂😂😂😂
mantap bang Ben",@AgusSusanto-dk7jc,0,Positif,netizen netizen yang ga punya OTAK mantap bang Ben,netizen netizen yang ga punya otak mantap bang ben,"['netizen', 'netizen', 'yang', 'ga', 'punya', 'otak', 'mantap', 'bang', 'ben']","['netizen', 'netizen', 'ga', 'punya', 'otak', 'mantap', 'bang', 'ben']",netizen netizen ga punya otak mantap bang ben
Bang. Sekarang saya ngefans sama anda 😁😁 👍👍👍👍👍,@poetradjepank5429,0,Netral,Bang Sekarang saya ngefans sama anda,bang sekarang saya ngefans sama anda,"['bang', 'sekarang', 'saya', 'ngefans', 'sama', 'anda']","['bang', 'sekarang', 'ngefans', 'sama', 'anda']",bang sekarang ngefans sama anda
"Emang singapur yg mau hancurin ekonomi negri ini.. 😡😡😡
Ayolah rakyat NKRI kita bersatu hancurkan senua bentuk ekonomi singapur dengan kemampuan kita.. Kita balas semua perbuatan mereka.. Klo perlu hancurkan semua data mereka..😡😡😡
Kita buktikan klo rakyat indonesia bukan orang yg mudah di intimidasi..👍
❤🇮🇩🇮🇩🇮🇩❤",@DedyGhaza,0,Netral,Emang singapur yg mau hancurin ekonomi negri ini Ayolah rakyat NKRI kita bersatu hancurkan senua bentuk ekonomi singapur dengan kemampuan kita Kita balas semua perbuatan mereka Klo perlu hancurkan semua data mereka Kita buktikan klo rakyat indonesia bukan orang yg mudah di intimidasi,emang singapur yg mau hancurin ekonomi negri ini ayolah rakyat nkri kita bersatu hancurkan senua bentuk ekonomi singapur dengan kemampuan kita kita balas semua perbuatan mereka klo perlu hancurkan semua data mereka kita buktikan klo rakyat indonesia bukan orang yg mudah di intimidasi,"['emang', 'singapur', 'yg', 'mau', 'hancurin', 'ekonomi', 'negri', 'ini', 'ayolah', 'rakyat', 'nkri', 'kita', 'bersatu', 'hancurkan', 'senua', 'bentuk', 'ekonomi', 'singapur', 'dengan', 'kemampuan', 'kita', 'kita', 'balas', 'semua', 'perbuatan', 'mereka', 'klo', 'perlu', 'hancurkan', 'semua', 'data', 'mereka', 'kita', 'buktikan', 'klo', 'rakyat', 'indonesia', 'bukan', 'orang', 'yg', 'mudah', 'di', 'intimidasi']","['emang', 'singapur', 'yg', 'mau', 'hancurin', 'ekonomi', 'negri', 'ayolah', 'rakyat', 'nkri', 'bersatu', 'hancurkan', 'senua', 'bentuk', 'ekonomi', 'singapur', 'kemampuan', 'balas', 'semua', 'perbuatan', 'mereka', 'klo', 'perlu', 'hancurkan', 'semua', 'data', 'mereka', 'buktikan', 'klo', 'rakyat', 'indonesia', 'bukan', 'orang', 'yg', 'mudah', 'intimidasi']",emang singapur yg mau hancurin ekonomi negri ayo rakyat nkri satu hancur senua bentuk ekonomi singapur mampu balas semua buat mereka klo perlu hancur semua data mereka bukti klo rakyat indonesia bukan orang yg mudah intimidasi
