Komentar,Username,Like,Sentimen
"Kalau Juni ini masih freeze, berarti mereka belum selesai akumulasi masifnya..!??",@ibrohimbaim1474,0,Netral
"​​ @ibrohimbaim1474 investor asing akan hold dananya, kemungkinan dana akan masuk akhir Juli setelah laporan keuangan kwartal II keluar, itupun paling sekitar 20%, baru harga saham akan naik. Tetapi ada satu hal yang akan mengakibatkan pasar saham kembali tertekan atau masuk mode bearish selama satu bahkan 3 bulan. Makanya repot juga.",@wellywinarto1364,0,Netral
"​ @ibrohimbaim1474 salah, mereka itu belum masuk karena mereka mau masuk di harga lebih murah lagi, sadis emang bro fund asing ini. liat aja bursa saham india dikasih hancur lebur dulu baru asing masuk besar. di indo mah belum masuk gede",@yuuza7818,0,Netral
MSCI juga galau 😂,@tu-tti-fru-tti,0,Netral
"Makanya dengerin bennix, klo media2 indo😂😂😂, apalagi influencernya😂😂😂",@Priaisya-t7j,0,Netral
"Siap siap next level ges, game nya makin sulit kedepan. yang gak siap biar mereka mati dengan kebodohan sendiri",@KUR0T0D21,1,Netral
Gassss nonton bang ben🎉🎉🎉,@asrychanel9844,10,Netral
Hoax itu perlu untuk menjatuhkan,@ZiaTanisa-n2g,0,Netral
Berarti rakyat kita sendiri yg bikin anjlok.,@1931-n2d,0,Netral
"Yg jelek adalah ngapura banyak menipu perdagangan komoditi Indonesia dgn underinvoicing., bahkan merusak mental penguasa Indonesia dengan menyuap agar bermain kotor yg menguntungkan Singapura. Ini kurang ajar, hrs nya MSCI beri rating down grade negara Singapura penjahat dan penjajah.",@Abraham-c2b4g,3,Negatif
Narasi-narasi pembodohan bergentayangan.😂,@DjiniWuryanti,1,Netral
"Bang bennix.

Tolong jelasin ke prof Fery biar dia tau yg sebenar nya biar dia gak nyebarin isu klw indonesia mejuju bangkrut.",@Fasuq7765,1,Netral
Klu ada netizen yg sebar hoax seharus kita sama2 blokir akunnya aja.dan bikin dia bisa dicabut kewarganegaraannya.,@sahrulsaputra6868,0,Netral
Hadir nyimak,@adamcholizz3078,0,Netral
Mereka anjg2 asing tidak akan berhenti menyerang Indonesian,@BalvirKsp,1,Netral
#mantap,@nusapostchannel4396,0,Positif
"Folowers media Tempo rata-rata orang yg literasinya rendah, pemalas,  sumbu pendek, hobinya ngamuk2 gk jelas. Klo mereka pinter, bisa cek sendiri data real nya di internet apalagi sudah ada ai. Biar gk kena tipu media abal-abal macam Tempo, dll. 😅",@kucrit008,124,Netral
Kmrin suda dibuka 1% kepemilikn saham ini msih lanjut ga sih?,@raisamanah,0,Netral
"Ulah Asing dan Aseng..
Vietnam dapat pulung nya",@dwioktanugroho,0,Netral
"mantab bang benn, lanjutkan",@windtalkers4556,6,Netral
Apakah artinya sudah waktunya masuk om?,@ahmadnurrokhim7016,0,Netral
Biasa bang karna kan banyak agen CIA  di Indonesia bang mengadu domba biar makin ngak karuan,@OktaAdiprayoga,0,Netral
"biar harga saham beberapa perusahaan turun drastis dan Rupiah melemah om, biar bisa beli saham harga diskon 2X (kurs dan lot).
 dan masih menunggu koruptor diLindas pakai Tank!",@Anbu_Kazakhstan,8,Netral
"Termasuk mahasewa juga ikut ikutan, dan jadi korban hoak",@nurochibropiek709,12,Netral
"Kan tu negara ternakan Amerika, pasti ngga terima lahhh, entar kalau mamarika dapet suplai chain mahal kolaps lah mereka",@ariexotic6638,2,Negatif
Tiap hari udah di bilang profesor Abal Abal masak kamu gak paham,@BusanaHijabJilbabCantik,0,Netral
Ya susah bos apa anda gk curiga kenapa sipropesor itu kok slalu tebar pesimis dan kesannya profokatif banget gk secuilpun buka real data2 kayak bang ben slalu jual narasi?????😂😂😂😂,@samiadi2163,0,Netral
Sahamnya ada yang di miliki oleh jos Soros,@kaseman6113,9,Netral
Media tempe=corong usa/ eropa,@chozinudin5825,9,Netral
​ @chozinudin5825 Tempe kalau nggak jadi jongos nggak punya duit....,@dwimulyati1440,0,Netral
Tempo itu tiruan majalah Times amerika😅,@neneklampir6664,4,Netral
"Follower tribun,tempo rata rata ternak Abah",@bintangbara9743,3,Netral
Seharusnya dipenjarakan semua orang di media tempe itu,@taubatannasuhah..2,0,Netral
followersnya rata-rata barisan sakit hati sjw twiter,@mephisto9260,0,Netral
"Majalah tempe itu memang benalu dan parasit yg hidup dr menghasut ,hoax,Demi cuan kucuran dana asing ,majalah inilah nyata penjilat pantat asing",@yosotanaka269,0,Netral
"Makanya ada MBG, supaya generasi selanjutnya punya batok kepala itu isinya otak bukan angin 😂",@RambutGulali,0,Netral
Sampeyan pancen ngene👍,@hustonoarifin7215,0,Netral
Kata benix Anjeng-anjing peliharaan itu😅,@cobacoba6746,0,Netral
Ngomong kok nyata sih😂,@jagadsamoedra5828,0,Netral
"Media TEMPE memang sudah waktunya Haris di BACEM?! nitizennya isinya orang"" pesimis dan suka nyinyir",@RiniKolektion-st7bm,0,Netral
TEMPE ... ADALAH  ALAT MEDIA ASING UNTUK SELALU MENYEBARKAN BERITA HOAX DAN MELAWAN KEBIJAKKAN PEMERINTAH  ...LARENA TEMPE ADALAH SALALH SATU MEDIA YANG DIBIAYAI GEORGE  SOROS..DAN JUGA OLIGARKI...MEREKA INI ADALAH MEDIA PENGKIANAT  BANGSA..,@anwarjayaabadi5679,0,Netral
Setuju. Banyak yang mengira media Tempo itu NETRAL. Padahal media itu banyak proxy asing. 😊,@hakeemdj368,7,Positif
​ @hakeemdj368 cerdaas...,@SuryantiSutrisno,0,Netral
Si tempe bacem mah jls2 sdh dpt langganan aliran dana secara rurin,@kucinggarong-sg3ex,6,Netral
Haahaha.. soros lg soros lg. Gkda yg laen bg😅,@rendrapribadi,3,Netral
​ @rendrapribadi  emang belum tau ya kamu kalau ada dana dari yayasan dari LN,@edobae7391,7,Netral
" @rendrapribadi  Bang Bennix fokusnya sama Soros doang keknya. Pdhal ada juga Blackrock dan Vanguard. 
Moga kapan"" bang Bennix mau bongkar jg kelakuan kartel saham itu biar makin banyak yg terkaing-kaing.",@InovasiSDM,1,Netral
"​ @rendrapribadi ada bang, anjingnya 😅",@cobacoba6746,1,Netral
ada yang keberatan PERTAMAX naik.. pro kantong dewe...:_MARAH: apakah kualitas terpelajar ?,@felixnyoman,1,Netral
Bukan korban hoak tapi bayaran,@permen-gpp,1,Netral
Bukan korban tp emang udah ada pesanan,@adolffranz9502,1,Netral
Itu settingan ada doktrinisasi dibalik itu mereka dijadikan penganten/pion majikan tinggal pegang remot😂😂😂dibalik layar nya ya itu2 doang😂😂😂😂😂,@samiadi2163,0,Netral
"Banyak peserta aksi demo tidak pernah bertanya mengenai isi rekening korlapnya. 😊
Mungkin dikira para korlap itu manusia suci semua.
FYI, sejak menjelang Reformasi 1998, aksi demo itu sudah jadi bisnis tersendiri. Tarifnya mulai dari puluhan juta hingga milyaran rupiah. 😊
Sungguh naif para mahasiswa yang gak paham itu.",@hakeemdj368,0,Netral
mahasewa semua otaknya goblok,@wayanadiantara6035,0,Netral
Lucunya para pengkhianat bangsa. Mereka terima uang dari golongan golongan yang ingin beli aset2 Indonesia di harga sampah tanpa menyadari mereka sendiri bakal dijadikan tumbal 😂,@ChenLiangHuang,0,Netral
"Sadar GK Sih Komentar Mereka Aja Yg Udah Ke Cuci Otaknya Oleh Media Media Itu, Kalau Di Tanya Kesimpulan Aja GK Bisa Jawab. Bisanya Cuma FOMO Indonesia Gelap, Lihat Tuh Yg Kemarin Mahasiswa Ngaku Di Pantau Sampe Di Pasang Alat GPS, Ngakunya Gara Gara Ikut Demo Kritik Pemerintah, Mana Pas Demo Paling Mencolok, Curiga Bayaran GS And Gank",@AldiSahputra-x6o,8,Netral
"Mereka jual hoax, buat nyerok di harga bawah.. sebab Ritel lokal yg invest panic akhirnya jual barang bagus 🤣🤣. Ajaibnya ritel fomo Indonesia malah memburu emiten yg dibuang MSCI 🤣🤣",@zulfikararma4536,8,Positif
Krn  bnyk media sdh dibeli oleh george soros om Ben.....utk menurunkan kepercayaan investor luar thdp pemerintahan skrg...,@D4nkee,1,Netral
"Hoax, Scam… sejak digitalisasi, kadang yang otaknya ga nyampe, selalu di telan mentah2😅 setuju memang BEI dan Danantara harus bebenah.. dan transparansi🎉",@LiesNandiana-z2e,0,Positif
"Trimakasih bang Bennix❤❤❤almost loosing a hope for a better Indonesia last day.
Miss you always",@AkunBelajaribuk,5,Netral
emang investor itu manusia makanya banyak tololnya 😂🤣,@Nakaya123,0,Netral
Emang media pengkhinat bangsa,@kingfarm4147,0,Netral
Selalu hadir👍,@YuniYuni-t5s8m,6,Netral
"Brrti msci masih banyak pr untuk menurunkan rating indo? Msci butuh waktu lebih, pengumuman diundur..",@adhit1200,0,Netral
Selalu hadir nyimak full om bennix.,@fuzimay611,6,Netral
Influencer indo banyak yang goblok juga ternyata,@ajuncepplux8412,0,Netral
Hadir donggg like om Ben 👍,@FebriWaldi-f2k,1,Netral
"Saham PURE, BEI tangkapi semua dong",@ibrahimwei4801,0,Netral
"Jijik gw memuji bursa efek Indonesia😂😂😂😂
Asli ini",@nobodycares1-123,13,Netral
Tebak negara masuk perempat final pildun 🤑😁,@pojiajaib,0,Netral
Amerika selain China,@hadigunawan-f7s,0,Netral
Hadir,@adityapratama90,0,Netral
Saya ucapkan terima kasih atas crash karena perusahaan bagus sahamnya harga diskon 😍😍😍😍,@aefsaefulmunawar4260,0,Positif
msci standar internasional jadi yang percaya juga dari luar,@Doniudinkk,0,Netral
"mahasiw aneh,",@adityahendry,0,Netral
"Yg ga maen saham pasti ga paham, gw lagi nunggu ihsg turun dikit lagi biar enak nyeroknya, ada satu badan yg gw incer poinny belum turun2. Kemarin pas saham diatas gw jual semua soalny kata bennix bakal turun dan bener njirr, demen banget gw klo udh begini. Lol.",@MeiSusilawati-d6e,2,Netral
 @MeiSusilawati-d6e  apa tuh?,@anakbandun778,0,Netral
​​ @MeiSusilawati-d6e LSIP kah bang? Karena di tengah2 berita msci ini emiten ini salah satu yg paling gacor pertumbuhan sahamnya,@rahmatkarim90,0,Netral
Pinteeeerrrrrrrrr,@maRvelus01,0,Netral
"Mening nonton ini
Maren sy nonton Aa Gym
Percuma sy kapok Demo
Rezeki kita BKN dari dolar
Rezeki kt dr Allah
Klo ud rezeki kt gk akn kmana
Jgn mnuhankn Uang
Allah yg mmberin Kebahagian
Bkn uang bkn dolar

Tolong pa bennix d respons
Klo ada ulama mengutip dalil
Gmn mnyikapinya spy Tdk mmbingungkn
Makasi",@pawerrenzer,2,Netral
kenapa sekarang medianya cnn cnbc Bloomberg emang tvri rri dan antara pada kemana... kayaknya pada makan gaji buta doang media yang di bayar negara...,@maspulhamidi8856,5,Netral
bangga dengan kertapi laju tapi muka petak malu membahas sekolah di indon seperti kandang binatang muka jijik muka panik yang bodoh IQ 78 muka kotak yang bodoh seperti gorila apa lagi presiden indon yang bodoh dan jijik seperti binatang dan tidak hairanlah presiden kamu seperti binatang sekolah kamu pun seperti kandang binatang dan muka kotak sok sok pintar tapi bodoh muka petak seperti gorila membahas negara orang tapi negara sendiri tidak bercermin bodoh,@rajinansimin,0,Netral
"Om ban ada berita pabrik suku cadang mobil jepang pindah ke Vietnam, berarti sistem demokrasi Indonesia gak cocok di terapkan di Indonesia banyak perubahan elektronik dan lain lain pindah ke Vietnam, lama lama kaya gini kaya hegonomi demokrasi sistem buat Amerika Serikat kalah dengan sistem komunis Vietnam China ,media milik negara mereka pintar menyebarkan propaganda pariwisata dan lain lain , salut dengan Vietnam",@PUTRI.OKTAVIA.1,1,Netral
"Tenang saja kawan indonesia akan baik baik saja ❤❤
Jayalah negeriku jayalah Indonesiaku ❤❤
I love negeriku INDONESIA ❤❤",@agenagen1310,249,Positif
Gilaaaa orang” jahat kek bgtu apa mereka gak bertuhan ya ? Apakah mereka kira uang bisa membeli kehidupan yg lebih kekal setelah di dunia ini dengan membeli hakim sidang di depan tuhan 😢,@hallolala9025,1,Netral
Bukannya lokal malah gak takut? Buktinya tiap hari beli buangan asing yg kabur dari IHSG,@yonasrioanggara1628,8,Netral
Setia selalu nonton Bennix,@hendrikhendrik5963,57,Netral
Giring mulu,@tommynugroho4335,0,Netral
"Ganti semua Mentri pariwisata ganti juga pimpinan media milik negara,kita harus contoh Vietnam pariwisata berkembang devisa mengalir karna media gencar melakukan propaganda di luar negeri menarik turis pariwisata investasi investor  kebijakan satu expor harus di manfaatkan dengan baik",@Indonesianmen123,0,Positif
Hadir nyimak Om Benn,@dionatla1406,1,Netral
Yg bilang IHSG akan di downgrade ya siapa lagi kl bukan Ferry Latuhihin yg doktorNYA kagak jelas KAGAK PUNYA JOURNAL. Mana ada doktor kagak bikin journal 😜😜😜 ini mah title NGARANG!! Ini org udh gelar nembak ngejar jabatan dgn bluffing doang😜😜,@blueepenguin5322,0,Netral
"Om kok om apdet terus sih baca news terus ya om, gimana cara konsisten baca news om",@NafindiHaliyanto,1,Netral
Akibat bilang negara jiran bangkrut akhirnya negara sendiri bangkrut 😂,@mohdazli3516,0,Netral
Bang tanya kalo main Forex gold judi apa ga itu mohon penjelasannya,@bimasaktisy,0,Netral
Apa sisi positifnya cabutnya 139T dari indonesia?,@dwiokvi4112,0,Netral
"Dua pabrik otomotif perakitan mobil akan sgra henkang dr indo ke Vietnam,sktr 3000 pekerja atau buruh akan sgra di rumahkan ,pabriknya ada di Mojokerto",@BudiPratomo-x4y,0,Netral
Bukannya lu sendiri bang yg bilang indonesia akan di downgrade ke frontier market,@heriyansyah684,0,Netral
"Investor kabur penghianat bangsa bertaburan dimana mana rakyat Indonesia mudah diadu domba,, lengkap semua tantangan Indonesia untuk jadi negara berdaulat dan maju",@ahmadzaki-z4q,67,Netral
Tumben upload malam bg ben..,@danzai_kunn91,0,Netral
"Kalau sudah ngomongin agama. Terutama agama yg ono, agak sensitive. Jadi tidak perlu ada komentar. Sudah pada gede, jadi mikir sendiri sendiri saja",@maRvelus01,1,Netral
S & J,@rheydinata1009,0,Netral
kalau pabrik Produser passenger - car buka di indonesia.. walau ada produser yang pindah..yang terpenting ada yang beli 😮 dan ingat indonesia konsumer yang cukup besar. lagian sehat untuk fiscal Indonesa..still a WIN untuk Indoneisa... Imho,@felixnyoman,0,Netral
"Kita harus saling bahu membahu, dikampung biasa² saja semua kerja, cuma dikota yang banyak kepanasan karena diatur oligarki",@muslihanhadi940,4,Netral
​@muslihanhadi940 coba mas luangkan waktu untuk memperbanyak literasi. Efek domino kepemimpinan amburadul dan pengelolaan keuangan negara yang tidak baik jg berpengaruh ke banyak sektor. Tidak melihat anda orang kota ataupun desa. Tidak perlu menjadi buzzer dan penjilat dengan mengatasnamakan orang desa,@rakyatbiasa837,2,Positif
Aamiin yra ..Insha Allah Indonesia baik2 aja.enyahlah para pengkhianat bangsa...aamiin,@ritaadivaraeyrza6581,2,Positif
"Betulll indonesia tidak akan kelaparan, nasi melimpahhh lauk pauk asal ada kail melimpah, ternak melimpah yg ngaco memang media yg bawa berita2 hoax",@adamjupriofficial3716,1,Netral
wakwakwak😂😂😂,@DodyCivil07,0,Netral
​ @DodyCivil07 lu lihat sampai selesai kagak,@HariYadi-m7i,1,Netral
Tolol,@hadihadidijalan4091,0,Netral
"Indonesia baik2x saja bro, IHSG anjlok karena M3G & KXXX dan 
msci koreksi saham indoneisa di tambah om wowok byk pegang mic",@lirangkingdurian,0,Positif
Jangan mau kt di adu domba oleh bangsat2 asing aseng yg ingin Indonesia hancur. krna mreka tau Indonesia adalah lahan surga yg bs di ambil keuntungan utk negara mreka yg sampah.mreka ga mau Indonesia jd negara kuat krna akan mnyulitkan mreka bangsat2 itu utk mengeruk kekayaan alam serta uang dari Indonesia. mmg sengaja Indonesia di buat miskin dan bodoh spy gampang di perbudak. INGAT KITA BANGSA INDONESIA JANGAN JADI ORG TOLOL YG GAMPANG DI PECAH BELAH DAN DI BENTURKAN SPY SESAMA KITA BERANTAM. KITA PERTAHANKAN KEKAYAAN ALAM KITA SPY TDK DI CURI LG.,@lakimantap3584,0,Netral
indONEsia... Nomero uno,@mreza1122,0,Netral
"Karena Indonesia dan india adalah saudara kandung sedarah, salam rahayu para jamet prindavan ❤",@kolakpisang2758,2,Netral
wakwakwak😂😂😂,@DodyCivil07,0,Netral
Loker jadi buzzer dmn?,@rakyatbiasa837,0,Netral
 @rakyatbiasa837 buzzer teriak buzzer cak kocak😂,@jalilfaza,2,Netral
​ @rakyatbiasa837 coba tanya anis kan di Ketua buzzer nya,@dimasbaskarayudha9742,0,Netral
Tetep aja porsinya beda kan,@LeiteFrandale,0,Netral
Agen VOC di Indonesia,@RiyandaTaswarTaswar,1,Netral
Tiba-tiba nongol dr dulu nga tau dia ada😂 komplit dgn outfit nya yg ala2😂😂,@YuniYuni-t5s8m,0,Netral
Abis dapet buff ungu kali .😂,@rheydinata1009,0,Netral
😅jenius bro benix sekali baca langsung 😅 tahu,@BusanaHijabJilbabCantik,0,Netral
Suka suka lu. Uda gede masih aja nanya beginian,@maRvelus01,0,Netral
"yg namanya ""main"" dari jaman simbah saya itu nama halus dari judi. spekulasi = judi. 

Apa lagi spekulasi harga 10 menit kedepan, 1-2 hari kedepan, 1 minggu kedepan.

Ga ada orang namem padi panennya 10 menit, 1-2 hari, 1 minggu.",@roe_goodknight,0,Netral
Judi,@Bennix,0,Netral
"​ @Bennix master gema Astronacci main itu bang saya kelahiran 98
Dan dia juga buka edukasi Trading Forex Gold XAU tapi dari sisi pemerintah Indonesia tidak melarang trading forex gold


Kalo Saham ada perusahaan si A dan si B udah pasti ada barang jasa yg beroperasi dan berproduksi dan ada Kode PT perusahaan apa ada tempat fisik lapangan juga kalo dicari jadi Saham bagus buat investasi tapi Dana harus besar pas masuk dan paham Analisis Fundamental dan teknikal juga 

Terimakasih Bang Benik",@bimasaktisy,0,Positif
"Sisi positive nya, banyak saham bagus jatuh harganya. Kesempatan emas",@maRvelus01,0,Positif
"Byd baru buka pabrik
Hal biasa",@Sepatupriakeren,1,Netral
Bisa dialihin sih buat pabrik alutsista,@danzai_kunn91,0,Netral
​ @danzai_kunn91 buat panzer tpi yg di psen negara cuma 4 biji,@ardisantoso6017,0,Netral
"Buruh bakal banyak yg hilang, tapi president buruhnya sendiri aja bukan buruh statusnya 😂",@maRvelus01,0,Netral
Lah kocak saham vietnam aja di frontier market,@andiarnandi1567,0,Netral
"Akibat KALAH PILPRES, DENGKI 😂",@NgoaMumtaz,13,Netral
​ @NgoaMumtaz nah ini dia bro memang benar akibat hidup pake kebencian jadi bego negara aja dikorbanin  mereka tahan buat berita hoax biar negara yg di pimpin pemerintah sekarang terlihat Keos target mereka orang orang yg kurang paham cara pakai medsos .orang yg mudah ke tipu hoax pasti langsung emosi tanpa cek situs resminya 😅,@RobyPrimantara-s2n,1,Netral
Sepemikiran,@rmviralchanel2883,3,Netral
"Biarkan saja, 😊 ekonomi Indonesia itu terlalu berlimpah untuk di tinggalkan investor, santai saja, perkuat ekonomi Indonesia di dalam negri,",@INTROVERT-INTJ-w4g,0,Netral
"Bursa Indonesia 55% itu ritel, bursa bisa buat money laundry (ya.. mau gimana lagi), semoga oligarki yg mau tobat balik lagi ke Indonesia. Sebentar lagi menuju Indonesia Emas, kembalilah ke Ibu Pertiwi, enakan di Indonesia nanti. Itung-itung penebusan dosa dan memutihkan kembali harta2mu. Berbagilah kalau udah Tajir Keblinger, Indonesia Maju Bersatu.",@WyrexMan,0,Netral
"Ya pengkhianatnya di istana semua 😂. Lu kira dadan botak itu siapa kalo bukan lingkaran ring 1 juga 😂. Coba bongkar semua siapa pemainnya bareng di Dadan botak. Asing sebenernya cuma nunggu momen saat trigernya muncul. Saat ngomong ""Saham itu Judi"", ""Di desa tidak pakai dolar"", ""purbaya masih senyum ekonomi aman"" momen epic nya ya pas dadan Botak ketangkep + motor listrik nya itu. Berapa duit yg dihamburkan buat kaos kaki, sepatu, dan motor listrik. 😂 Kan memperkuat dugaan warga Konoha sendiri terkait korupsi embege 😂",@anjimukti7268,5,Negatif
"​ @anjimukti7268 siapa yg bilang penghianat negara cuman ada di satu sisi?? dia bilang ""ada di mana2"" jelas paling banyak ya yang punya kepentingan lagi2 ya di lingkaran pemerintah, pengusaha yg di rugikan juga banyak, tapi ga usah menutup mata kalo banyak rakyat sendiri yg ngedoain negara nya sendiri ancur. Itu di sebut apa?? Penghianat negara kan?",@chikachuu7756,14,Netral
​ @anjimukti7268 nonron benix kok gak cerdas2 bang .,@muhahani5837,0,Netral
❤,@marlianberlian582,0,Netral
gasss serokkkk,@lingkaranhening9481,1,Netral
"dari zaman VOC, yang namanya org asing itu ga suka org pribumi NKRI ini maju.",@alcarhm2023,0,Netral
Efek jogo nya kalh,@ekoeko9363,0,Netral
bener bangettt om ben,@contact28,0,Netral
"Bahas ni bang!! Kenapa TURMENIKISTAN serahkan sumur Migasnya bernilai Milyaran Dollar AS ke MALAYSIA??😮https://youtu.be/Jp8d4HzCI4w?si=4KWBVaals8wBV1Uk😮
😮😮😮😮",@MIRACLICIOUS,6,Netral
"Termul2 pada cari BODREX, krn roy CS dibebaskan, krn kasus nya gak bisa p21. Mulyono gak ada ijazah.",@langitgakpunyatiang,2,Netral
⏳ Real Time ⌛,@limanliem,0,Netral
Cegah Hoax bang Benix gw,@keluargabhgia5069,0,Netral
"Memang kupret asing tidak senang negara ini maju,,,
Semangat om ben kupas tuntas mencerdaskan bangsa melalui konten edukatif tentang ekonomi regional🎉❤",@hya8745,120,Positif
Cilegon Banten hadir bang Benix,@keluargabhgia5069,8,Netral
Msci ini kenapa nyerang indo mulu? Fix ada agenda nya ini,@frhnalfrzi1182,1,Netral
"Maju terus pantang mundur!
Merdeka!💪",@setyowido2615,12,Netral
Malang nyimak,@Irwancanary,0,Netral
Absen pertama om ben dr bogor 🎉,@hya8745,1,Netral
Karena Petronas perusahaan raksasa dunia.,@mohdazli3516,3,Netral
​ @mohdazli3516 minyak milik sabah kembalikan ke rakyat sabah🥴 dokong free sabah✌,@RiyandaTaswarTaswar,0,Netral
Up,@leon-1je,1,Netral
up,@bendailylife,0,Netral
Apa sih buzer tolo. Gk nyambung blok,@EbotZ-Al,0,Netral
Yg lebih parah tu plat g askanezy kok ngakunya plat j😂😂😂😂😂jauh amat pembodohan masiv dg modal ngaku2 parahnya semua budak2nya slalu melawan negara .,@samiadi2163,0,Netral
Bikin kacau.. kecuali abud Yaman jadi presiden,@Ramos-sofian,0,Netral
​ @Ramos-sofian tambah hancur berkeping2 sejarah sdh membuktikan suka nempel doang budak2nya suruh kerja buat setoran😂😂😂😂😂😂,@samiadi2163,2,Netral
Kalo Indonesia maju malah jadi ga bisa di kuasain..Indonesia itu bakalan di lepas kalo dah ga ada gunanya lagi 😌,@meryankorrin5182,0,Netral
"Susah y jelasin ke IQ cuma 78. Ya jelas kok, itu Suharto juga kan sama konsepnya, disetel agar turun. Yg gk paham y gitu😂😂😂.

Skrg gini, deh.. yg BEM UI dpt mobil😂. Yg ketemu Gibran dibayar😂
Yg film pesta beb itu jg dpt dana asing 😂. Pdhl jelas2 kejadian yg di papua itu udh sejak jaman Jokowi. Kenapa pelurunya disimpen, trus sengaja ditembak semua ke Prabowo?

Ya sesimpel Prabowo keluar naskah😂

Penertiban perusahaan sawit, ekspor SDA satu pintu, pembentuknya SWF atau whale fund negara no 10 terbesar di dunia. Beli saham gojek agar dpt nurunin komisi aplikator supaya ojol lebih untung.

ini semua keluar naskaaah😂. 

Yg gak paham malah tereak ""asiiiing jgn keluar""

Sekalian aja teriak ""jajah kami donk""😂😂😂",@DesaPangkalBeras,0,Netral
maju apanya😂😂😂 dari merdeka sampai sekarang negara pada mundur terus😂😂😂,@FitriHakim-o1g,0,Netral
"Kok asing yg disalahin? Yg tidak mau negara ini maju ya pemerintah kita sendiri yg bikin birokrasi berbelit dan preman dan ormas dipelihara. Belum lagi semua lini, dari executive - legislative - yudicative isinya pada bermental korup semuanya.",@maRvelus01,6,Netral
"​ @maRvelus01 lihat topiknya dulu bro,memang data ilmiahnya menunjukkan asing  selalu mengganggu perekonomian indonesia yang di maksud asing benalu yang hidupnya menggerogoti negara kita",@maftukinhadilaksito1551,4,Netral
​ @maRvelus01  ini sslah satu penjilat singapore dan george soros.😂,@Arismardean,0,Netral
Terbalik. Justru karena banyak saham konglo yang sebenernya jelek mau jebak dan memaksakan agar masuk ke MSCI. Mereka mau nipu MSCI agar bisa jual saham mereka diharga tinggi dan ternyata MSCI tidak sebodoh para  pahlawan bursa yang sukanya beli saham gorengan and yang berkolesterol tinggi,@maRvelus01,0,Negatif
